ds,yhat,관광지명
2025-05-01,3.631148495077181,송도용궁구름다리
2025-06-01,2.755650674838518,송도용궁구름다리
2025-07-01,1.8235480183445445,송도용궁구름다리
2025-08-01,1.4112348607371343,송도용궁구름다리
2025-09-01,2.8830401531184626,송도용궁구름다리
2025-10-01,2.9921683236166507,송도용궁구름다리
2025-11-01,3.264729554456272,송도용궁구름다리
2025-12-01,3.9254213156818043,송도용궁구름다리
2025-01-01,0.0010438862113773865,남항대교
2025-02-01,0.0029223454525421086,남항대교
2025-03-01,0.0028871355391319148,남항대교
2025-04-01,0.0027489936357213817,남항대교
2025-05-01,0.002456918497829374,남항대교
2025-06-01,0.0019477521911536288,남항대교
2025-07-01,0.0014608566057268697,남항대교
2025-08-01,0.0010029206624704488,남항대교
2025-09-01,0.002080158522056698,남항대교
2025-10-01,0.003093534573884357,남항대교
2025-11-01,0.002873227033854,남항대교
2025-12-01,0.0022315791511924436,남항대교
2025-01-01,0.028163240612323753,석당박물관
2025-02-01,0.19358869910893972,석당박물관
2025-03-01,0.19280727301788245,석당박물관
2025-04-01,0.22024375266184265,석당박물관
2025-05-01,0.20762368080911722,석당박물관
2025-06-01,0.16569085985796836,석당박물관
2025-07-01,0.15985423382125374,석당박물관
2025-08-01,0.15016531961544247,석당박물관
2025-09-01,0.21063997761037334,석당박물관
2025-10-01,0.22500653638385815,석당박물관
2025-11-01,0.23554583080784874,석당박물관
2025-12-01,0.1838270234663203,석당박물관
2025-01-01,0.020370425635308408,구덕운동장
2025-02-01,0.02172367062486583,구덕운동장
2025-03-01,0.03357120333472394,구덕운동장
2025-04-01,0.035370280132298475,구덕운동장
2025-05-01,0.03402765138844907,구덕운동장
2025-06-01,0.03462384773570918,구덕운동장
2025-07-01,0.03300252531526077,구덕운동장
2025-08-01,0.02666985027970909,구덕운동장
2025-09-01,0.03713113575170589,구덕운동장
2025-10-01,0.038241583868319245,구덕운동장
2025-11-01,0.03908936113512781,구덕운동장
2025-12-01,0.03793530108294258,구덕운동장
2025-01-01,0.03936841616298803,구덕야영장
2025-02-01,0.053011107136340524,구덕야영장
2025-03-01,0.07202598918197002,구덕야영장
2025-04-01,0.07590409840693951,구덕야영장
2025-05-01,0.0725709063618366,구덕야영장
